"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 07, 2021","3,279.39","3,233.08","3,303.44","3,223.76","3.35M","1.72%"
"Apr 06, 2021","3,223.82","3,222.72","3,247.11","3,217.82","2.54M","-0.09%"
"Apr 05, 2021","3,226.73","3,173.00","3,235.39","3,161.37","3.33M","2.08%"
"Apr 01, 2021","3,161.00","3,117.94","3,162.44","3,115.55","2.94M","2.16%"
"Mar 31, 2021","3,094.08","3,067.57","3,118.94","3,065.82","3.09M","1.27%"
"Mar 30, 2021","3,055.29","3,068.99","3,069.66","3,034.70","2.34M","-0.66%"
"Mar 29, 2021","3,075.73","3,053.29","3,090.28","3,028.71","2.75M","0.78%"
"Mar 26, 2021","3,052.03","3,044.06","3,056.66","2,996.00","3.31M","0.19%"
"Mar 25, 2021","3,046.26","3,068.24","3,108.09","3,039.10","3.56M","-1.32%"
"Mar 24, 2021","3,087.07","3,149.00","3,160.31","3,085.86","2.96M","-1.61%"
"Mar 23, 2021","3,137.50","3,127.00","3,181.20","3,122.81","3.82M","0.86%"
"Mar 22, 2021","3,110.87","3,061.65","3,126.26","3,061.65","2.90M","1.17%"
"Mar 19, 2021","3,074.96","3,029.23","3,077.28","3,016.63","4.63M","1.55%"
"Mar 18, 2021","3,027.99","3,099.06","3,115.77","3,027.32","3.66M","-3.44%"
"Mar 17, 2021","3,135.73","3,075.00","3,172.37","3,071.00","3.12M","1.42%"
"Mar 16, 2021","3,091.86","3,097.00","3,128.44","3,077.15","2.54M","0.33%"
"Mar 15, 2021","3,081.68","3,071.63","3,082.12","3,033.69","2.92M","-0.25%"
"Mar 12, 2021","3,089.49","3,075.00","3,098.98","3,045.50","2.42M","-0.77%"
"Mar 11, 2021","3,113.59","3,104.76","3,130.78","3,084.37","2.78M","1.83%"
"Mar 10, 2021","3,057.64","3,095.95","3,115.00","3,032.00","3.01M","-0.17%"
"Mar 09, 2021","3,062.85","3,019.88","3,090.96","3,008.11","4.03M","3.76%"
"Mar 08, 2021","2,951.95","3,015.16","3,063.23","2,951.95","4.19M","-1.62%"
"Mar 05, 2021","3,000.46","3,005.00","3,009.00","2,881.00","5.39M","0.77%"
"Mar 04, 2021","2,977.57","3,015.55","3,057.71","2,947.00","5.48M","-0.91%"
"Mar 03, 2021","3,005.00","3,081.62","3,102.04","2,995.00","3.99M","-2.89%"
"Mar 02, 2021","3,094.53","3,146.35","3,163.06","3,087.84","2.60M","-1.64%"
"Mar 01, 2021","3,146.14","3,127.62","3,149.24","3,098.00","2.73M","1.72%"
"Feb 26, 2021","3,092.93","3,095.20","3,122.44","3,036.70","4.28M","1.17%"
"Feb 25, 2021","3,057.16","3,135.09","3,174.96","3,048.59","4.53M","-3.24%"
"Feb 24, 2021","3,159.53","3,166.75","3,171.23","3,125.38","3.01M","-1.09%"
"Feb 23, 2021","3,194.50","3,127.79","3,204.18","3,095.00","4.68M","0.43%"
"Feb 22, 2021","3,180.74","3,210.00","3,230.00","3,173.04","3.52M","-2.13%"
"Feb 19, 2021","3,249.90","3,328.23","3,333.50","3,245.75","4.31M","-2.35%"
"Feb 18, 2021","3,328.23","3,287.39","3,337.23","3,273.94","3.03M","0.59%"
"Feb 17, 2021","3,308.64","3,261.43","3,320.46","3,261.02","3.30M","1.21%"
"Feb 16, 2021","3,268.95","3,260.00","3,305.03","3,254.00","2.57M","-0.27%"
"Feb 12, 2021","3,277.71","3,250.00","3,280.25","3,233.31","2.34M","0.48%"
"Feb 11, 2021","3,262.13","3,288.91","3,289.80","3,249.34","2.30M","-0.74%"
"Feb 10, 2021","3,286.58","3,314.34","3,316.51","3,254.00","3.15M","-0.56%"
"Feb 09, 2021","3,305.00","3,314.96","3,337.00","3,299.27","2.20M","-0.54%"
"Feb 08, 2021","3,322.94","3,355.00","3,362.30","3,304.00","3.26M","-0.87%"
"Feb 05, 2021","3,352.15","3,319.00","3,377.00","3,302.71","3.62M","0.63%"
"Feb 04, 2021","3,331.00","3,326.74","3,342.27","3,278.79","3.67M","0.56%"
"Feb 03, 2021","3,312.53","3,424.76","3,432.02","3,309.08","7.09M","-2.00%"
"Feb 02, 2021","3,380.00","3,381.00","3,425.78","3,366.00","7.10M","1.11%"
"Feb 01, 2021","3,342.88","3,246.40","3,350.00","3,240.24","4.16M","4.26%"
"Jan 29, 2021","3,206.20","3,230.00","3,236.99","3,184.55","4.29M","-0.97%"
"Jan 28, 2021","3,237.62","3,243.50","3,301.68","3,230.72","3.15M","0.16%"
"Jan 27, 2021","3,232.58","3,342.12","3,342.12","3,208.00","4.66M","-2.81%"
"Jan 26, 2021","3,326.13","3,288.00","3,337.89","3,282.87","2.96M","0.98%"
"Jan 25, 2021","3,294.00","3,326.07","3,363.00","3,247.90","3.75M","0.05%"
"Jan 22, 2021","3,292.23","3,304.31","3,321.91","3,283.16","2.82M","-0.45%"
"Jan 21, 2021","3,306.99","3,293.00","3,348.55","3,289.57","4.95M","1.34%"
"Jan 20, 2021","3,263.38","3,181.99","3,279.80","3,175.00","5.31M","4.57%"
"Jan 19, 2021","3,120.76","3,108.13","3,145.00","3,096.73","3.31M","0.53%"
"Jan 15, 2021","3,104.25","3,123.02","3,142.54","3,095.17","4.24M","-0.74%"
"Jan 14, 2021","3,127.47","3,167.51","3,177.91","3,120.97","3.07M","-1.21%"
"Jan 13, 2021","3,165.89","3,126.19","3,189.44","3,123.02","3.32M","1.44%"
"Jan 12, 2021","3,120.83","3,117.60","3,141.00","3,086.47","3.51M","0.21%"
"Jan 11, 2021","3,114.21","3,148.22","3,156.07","3,110.00","3.67M","-2.15%"
"Jan 08, 2021","3,182.70","3,180.00","3,190.64","3,142.20","3.54M","0.65%"
"Jan 07, 2021","3,162.16","3,156.47","3,207.23","3,156.47","3.51M","0.76%"
"Jan 06, 2021","3,138.38","3,147.93","3,197.00","3,131.31","4.39M","-2.49%"
"Jan 05, 2021","3,218.51","3,171.07","3,223.38","3,166.01","2.66M","1.00%"
"Jan 04, 2021","3,186.63","3,266.26","3,270.91","3,145.00","4.41M","-2.16%"
"Dec 31, 2020","3,256.93","3,275.00","3,282.92","3,241.20","2.96M","-0.88%"
"Dec 30, 2020","3,285.85","3,340.00","3,341.13","3,283.00","3.21M","-1.09%"
"Dec 29, 2020","3,322.00","3,311.00","3,350.00","3,282.54","4.87M","1.16%"
"Dec 28, 2020","3,283.96","3,192.90","3,303.55","3,173.08","5.69M","3.51%"
"Dec 24, 2020","3,172.69","3,193.90","3,202.00","3,169.00","1.45M","-0.39%"
"Dec 23, 2020","3,185.27","3,204.49","3,210.00","3,185.00","2.09M","-0.66%"
"Dec 22, 2020","3,206.52","3,201.48","3,218.45","3,180.92","2.38M","0.01%"
"Dec 21, 2020","3,206.18","3,197.77","3,226.19","3,167.50","3.84M","0.14%"
"Dec 18, 2020","3,201.65","3,243.99","3,249.42","3,171.60","6.00M","-1.06%"
"Dec 17, 2020","3,236.08","3,246.50","3,263.51","3,221.00","3.47M","-0.15%"
"Dec 16, 2020","3,240.96","3,176.01","3,247.00","3,163.68","4.39M","2.40%"
"Dec 15, 2020","3,165.12","3,178.16","3,188.00","3,130.73","3.32M","0.26%"
"Dec 14, 2020","3,156.97","3,138.00","3,190.47","3,128.72","4.16M","1.30%"
"Dec 11, 2020","3,116.42","3,096.66","3,118.67","3,072.82","3.06M","0.48%"
"Dec 10, 2020","3,101.49","3,090.00","3,142.00","3,077.00","3.03M","-0.09%"
"Dec 09, 2020","3,104.20","3,167.50","3,169.47","3,088.00","4.10M","-2.30%"
"Dec 08, 2020","3,177.29","3,156.04","3,184.13","3,120.33","3.29M","0.61%"
"Dec 07, 2020","3,158.00","3,155.59","3,180.00","3,142.95","2.75M","-0.14%"
"Dec 04, 2020","3,162.58","3,198.21","3,198.21","3,158.76","2.91M","-0.76%"
"Dec 03, 2020","3,186.73","3,203.84","3,228.58","3,181.66","2.89M","-0.52%"
"Dec 02, 2020","3,203.53","3,220.33","3,231.02","3,174.00","3.13M","-0.51%"
"Dec 01, 2020","3,220.08","3,188.50","3,248.95","3,157.18","4.49M","1.64%"
"Nov 30, 2020","3,168.04","3,208.48","3,228.39","3,125.55","4.01M","-0.85%"
"Nov 27, 2020","3,195.34","3,211.26","3,216.19","3,190.05","2.39M","0.32%"
"Nov 25, 2020","3,185.07","3,141.50","3,198.00","3,141.50","3.79M","2.15%"
"Nov 24, 2020","3,118.06","3,101.22","3,133.63","3,087.55","3.60M","0.63%"
"Nov 23, 2020","3,098.39","3,117.97","3,139.11","3,066.38","4.71M","-0.03%"
"Nov 20, 2020","3,099.40","3,117.02","3,132.89","3,098.05","3.38M","-0.57%"
"Nov 19, 2020","3,117.02","3,104.44","3,125.00","3,082.28","3.01M","0.37%"
"Nov 18, 2020","3,105.46","3,130.05","3,139.99","3,105.46","2.92M","-0.96%"
"Nov 17, 2020","3,135.66","3,182.71","3,182.71","3,135.29","3.44M","0.15%"
"Nov 16, 2020","3,131.06","3,095.59","3,140.22","3,076.14","3.81M","0.07%"
"Nov 13, 2020","3,128.81","3,122.00","3,141.72","3,085.39","3.76M","0.60%"
"Nov 12, 2020","3,110.28","3,150.39","3,175.00","3,086.84","4.37M","-0.86%"
"Nov 11, 2020","3,137.39","3,061.93","3,138.72","3,051.93","4.37M","3.37%"
"Nov 10, 2020","3,035.02","3,097.72","3,112.67","3,020.00","6.59M","-3.46%"
"Nov 09, 2020","3,143.74","3,226.28","3,288.45","3,115.00","7.19M","-5.06%"
"Nov 06, 2020","3,311.37","3,304.64","3,322.00","3,232.00","4.65M","-0.32%"
"Nov 05, 2020","3,322.00","3,318.33","3,365.52","3,291.19","5.79M","2.49%"
"Nov 04, 2020","3,241.16","3,159.99","3,244.85","3,139.73","6.84M","6.32%"
"Nov 03, 2020","3,048.41","3,018.53","3,074.90","2,980.98","4.90M","1.46%"
"Nov 02, 2020","3,004.48","3,061.74","3,079.71","2,950.12","7.26M","-1.04%"
"Oct 30, 2020","3,036.15","3,157.75","3,167.00","3,019.00","8.40M","-5.45%"
"Oct 29, 2020","3,211.01","3,201.27","3,257.25","3,164.00","6.60M","1.52%"
"Oct 28, 2020","3,162.78","3,248.72","3,264.02","3,162.78","5.59M","-3.76%"
"Oct 27, 2020","3,286.33","3,223.00","3,291.18","3,212.26","4.29M","2.47%"
"Oct 26, 2020","3,207.04","3,196.02","3,281.42","3,153.54","5.90M","0.08%"
